id,placetype,country,language,extlang,script,region,variant,extension,privateuse,name,lastmodified
1293304093,locality,SL,eng,,,,,,x_preferred,Moyani,1537700839
1293304111,locality,SL,eng,,,,,,x_preferred,Mogbintimi,1537700525
1293304161,locality,SL,eng,,,,,,x_preferred,Motaua,1537700829
1293304171,locality,SL,eng,,,,,,x_preferred,Naji,1537700511
1293304207,locality,SL,eng,,,,,,x_preferred,Jepewublama,1537700752
1293304267,locality,SL,eng,,,,,,x_preferred,Kumrabai,1537700588
1293304305,locality,SL,eng,,,,,,x_preferred,Makonyeli,1537700859
1293304307,locality,SL,eng,,,,,,x_preferred,Bendu,1537700689
1293304351,locality,SL,eng,,,,,,x_preferred,Gbangasi,1537700737
1293304379,locality,SL,eng,,,,,,x_preferred,Ponka,1537700495
1293304405,locality,SL,eng,,,,,,x_preferred,Sembehun,1537700480
1310114443,locality,SL,eng,,,,,,x_preferred,Katiri,1537700609
1310114451,locality,SL,eng,,,,,,x_preferred,Sekuya,1537700712
1310114463,locality,SL,eng,,,,,,x_preferred,Makaiba,1537700810
1310114469,locality,SL,eng,,,,,,x_preferred,Taima,1537700469
1310114497,locality,SL,eng,,,,,,x_preferred,Kakia,1537700621
1293304463,locality,SL,eng,,,,,,x_preferred,Matonde,1537700742
1293304465,locality,SL,eng,,,,,,x_preferred,Motapu,1537700843
1310114507,locality,SL,eng,,,,,,x_preferred,Maworoko,1537700741
1293304481,locality,SL,eng,,,,,,x_preferred,Kpetema,1537700591
1310114535,locality,SL,eng,,,,,,x_preferred,Tauya,1537700804
1310114563,locality,SL,eng,,,,,,x_preferred,Bumbe,1537700676
1310114621,locality,SL,eng,,,,,,x_preferred,Kategeya,1537700923
1310114623,locality,SL,eng,,,,,,x_preferred,Mawa,1537700744
1310114641,locality,SL,eng,,,,,,x_preferred,Mahera,1537700814
1310114643,locality,SL,eng,,,,,,x_preferred,Gbalan,1537700882
1310114677,locality,SL,eng,,,,,,x_preferred,Kagbanga,1537700622
1310114681,locality,SL,eng,,,,,,x_preferred,Koya,1537700593
1310114695,locality,SL,eng,,,,,,x_preferred,Sandi,1537700484
1310114717,locality,SL,eng,,,,,,x_preferred,Makel,1537700897
1310114719,locality,SL,eng,,,,,,x_preferred,Bumban,1537700677
1310114731,locality,SL,eng,,,,,,x_preferred,Wangi,1537700950
1310114733,locality,SL,eng,,,,,,x_preferred,Kunia,1537700586
1310114737,locality,SL,eng,,,,,,x_preferred,Katimpi,1537700887
1310114755,locality,SL,eng,,,,,,x_preferred,Fotani,1537700773
1310114775,locality,SL,eng,,,,,,x_preferred,Yanleia,1537700446
1310114785,locality,SL,eng,,,,,,x_preferred,Bonka,1537700679
1310115419,locality,SL,eng,,,,,,x_preferred,Koema,1537700909
1293305505,locality,SL,eng,,,,,,x_preferred,Makonda,1537700876
1293305557,locality,SL,eng,,,,,,x_preferred,Fodia,1537700804
1293305637,locality,SL,eng,,,,,,x_preferred,Rowala,1537700489
1293305649,locality,SL,eng,,,,,,x_preferred,Nafaye,1537700912
1293305657,locality,SL,eng,,,,,,x_preferred,Heremakono,1537700814
1293305669,locality,SL,eng,,,,,,x_preferred,Mahuti,1537700926
1293305709,locality,SL,eng,,,,,,x_preferred,Konta,1537700596
1293305713,locality,SL,eng,,,,,,x_preferred,Konta,1537700596
1293305725,locality,SL,eng,,,,,,x_preferred,Magbare,1537700569
1293305781,locality,SL,eng,,,,,,x_preferred,Mieta,1537700528
1293305799,locality,SL,eng,,,,,,x_preferred,Makombe,1537700741
1293305813,locality,SL,eng,,,,,,x_preferred,Kafunka,1537700623
1293305835,locality,SL,eng,,,,,,x_preferred,Magbire,1537700934
1293305883,locality,SL,eng,,,,,,x_preferred,Bouria,1537700678
1293306839,locality,SL,eng,,,,,,x_preferred,Baoma,1537700695
1293306853,locality,SL,eng,,,,,,x_preferred,Suwadu,1537700470
1293306877,locality,SL,eng,,,,,,x_preferred,Kajahun,1537700630
1293306909,locality,SL,eng,,,,,,x_preferred,Fulawahun,1537700819
1293306911,locality,SL,eng,,,,,,x_preferred,Jama,1537700863
1293306913,locality,SL,eng,,,,,,x_preferred,Jagaw,1537700821
1293306923,locality,SL,eng,,,,,,x_preferred,Dodo,1537700920
1293306927,locality,SL,eng,,,,,,x_preferred,Foya,1537700762
1293306967,locality,SL,eng,,,,,,x_preferred,Mosampa,1537700528
1310117321,locality,SL,eng,,,,,,x_preferred,Boama,1537700787
1310117365,locality,SL,eng,,,,,,x_preferred,Kanga,1537700830
1310117377,locality,SL,eng,,,,,,x_preferred,Nomiama,1537700507
1310117467,locality,SL,eng,,,,,,x_preferred,Masawula,1537700858
1310117541,locality,SL,eng,,,,,,x_preferred,Bonde,1537700831
1310117635,locality,SL,eng,,,,,,x_preferred,Tempehlong,1537700464
1310117649,locality,SL,eng,,,,,,x_preferred,Yema,1537700445
1310117653,locality,SL,eng,,,,,,x_preferred,Nguala,1537700774
1310117659,locality,SL,eng,,,,,,x_preferred,Gibina,1537700832
1310117669,locality,SL,eng,,,,,,x_preferred,Mobela,1537700527
1310117683,locality,SL,eng,,,,,,x_preferred,Tungie,1537700456
1310117705,locality,SL,eng,,,,,,x_preferred,Felina,1537700782
1310117713,locality,SL,eng,,,,,,x_preferred,Tom,1537700723
1310117725,locality,SL,eng,,,,,,x_preferred,Fandehun,1537700840
1310118691,locality,SL,eng,,,,,,x_preferred,Gbambaia,1537700652
1310118737,locality,SL,eng,,,,,,x_preferred,Matakar,1537700891
1310118749,locality,SL,eng,,,,,,x_preferred,Makabi,1537700748
1310118751,locality,SL,eng,,,,,,x_preferred,Mamboi,1537700895
1310118779,locality,SL,eng,,,,,,x_preferred,Rosint,1537700933
1310118789,locality,SL,eng,,,,,,x_preferred,Mateti,1537700883
1310118811,locality,SL,eng,,,,,,x_preferred,Sigeri,1537700921
1310118821,locality,SL,eng,,,,,,x_preferred,Semisedu,1537700479
1310118893,locality,SL,eng,,,,,,x_preferred,Makonfimu,1537700808
1310119017,locality,SL,eng,,,,,,x_preferred,Masere,1537700754
1310119035,locality,SL,eng,,,,,,x_preferred,Makainte,1537700779
1310119057,locality,SL,eng,,,,,,x_preferred,Gbanguria,1537700650
1310119073,locality,SL,eng,,,,,,x_preferred,Kaiampo,1537700940
1310119715,locality,SL,eng,,,,,,x_preferred,Manuwulo,1537700761
1310119717,locality,SL,eng,,,,,,x_preferred,Giema,1537700640
1310119873,locality,SL,eng,,,,,,x_preferred,Kambaia,1537700617
1310119889,locality,SL,eng,,,,,,x_preferred,Bangadu,1537700506
1310120057,locality,SL,eng,,,,,,x_preferred,Butau,1537700921
1310120069,locality,SL,eng,,,,,,x_preferred,Woama,1537700451
